"TIME_UTC	 P	 T	 TAS	 U	 V	 W	 TEDR	 REYN	 G_LAT	 G_LONG	 G_ALT	 POT	 ROLL	 HDG	 PITCH                                                                                                                   "
"67749.57	34479	24700	21234	1020	1529	496	-761	574	3796637	-11949705	87368	33483	-164	6456	367"
"67750.57	34478	24698	21239	1018	1527	434	-808	574	3796733	-11949475	87367	33481	-162	6448	369"
"67751.57	34475	24696	21240	1021	1527	456	-894	574	3796829	-11949247	87366	33479	-149	6456	367"
"67752.57	34477	24696	21249	1014	1526	416	-945	574	3796926	-11949018	87365	33478	-125	6452	370"
"67753.57	34478	24695	21256	1006	1531	331	-840	574	3797022	-11948789	87364	33477	-142	6458	374"
"67754.57	34477	24695	21262	1004	1527	285	-926	574	3797118	-11948559	87363	33476	-157	6453	374"
"67755.57	34480	24692	21270	997	1526	274	-934	574	3797215	-11948329	87363	33472	-148	6454	372"
"67756.57	34482	24691	21268	1001	1525	195	-828	574	3797311	-11948100	87363	33470	-105	6455	375"
"67757.57	34483	24690	21273	999	1522	124	-822	574	3797408	-11947870	87363	33468	-118	6461	376"
"67758.57	34483	24688	21278	998	1514	58	-920	574	3797504	-11947642	87362	33466	-133	6452	375"
"67759.57	34481	24688	21277	1002	1510	-5	-1125	574	3797600	-11947413	87362	33466	-167	6455	378"
"67760.57	34481	24687	21273	1012	1499	-57	-833	574	3797696	-11947183	87361	33465	-118	6447	378"
"67761.57	34485	24687	21282	1001	1502	-136	-892	574	3797793	-11946953	87360	33464	-108	6457	380"
"67762.57	34486	24688	21278	1006	1500	-171	-892	574	3797889	-11946723	87359	33464	-86	6455	381"
"67763.57	34488	24689	21282	1000	1503	-217	-857	574	3797985	-11946495	87358	33466	-157	6455	385"
"67764.57	34486	24690	21288	993	1504	-275	-801	574	3798081	-11946264	87358	33467	-169	6455	386"
"67765.57	34487	24691	21287	992	1506	-273	-846	574	3798177	-11946035	87357	33468	-132	6455	384"
"67766.57	34486	24692	21294	986	1500	-217	-852	574	3798274	-11945804	87356	33470	-105	6461	385"
"67767.57	34484	24695	21293	985	1504	-133	-888	574	3798370	-11945575	87355	33475	-116	6460	385"
"67768.57	34487	24701	21282	994	1509	-84	-990	574	3798466	-11945346	87355	33481	-152	6461	385"
"67769.57	34486	24697	21302	975	1501	-120	-1094	573	3798562	-11945115	87355	33477	-144	6457	386"
"67770.57	34485	24693	21322	952	1497	-158	-951	573	3798659	-11944888	87356	33472	-123	6463	391"
"67771.57	34488	24693	21327	945	1497	-158	-891	573	3798755	-11944658	87357	33471	-86	6466	390"
"67772.57	34487	24693	21331	935	1502	-150	-1029	573	3798851	-11944428	87359	33472	-109	6472	392"
"67773.57	34491	24692	21350	907	1511	-50	-951	573	3798947	-11944199	87362	33469	-153	6472	384"
"67774.57	34487	24691	21348	907	1515	-48	-762	573	3799043	-11943969	87365	33469	-171	6478	388"
"67775.57	34488	24696	21321	935	1516	-26	-908	573	3799139	-11943739	87368	33476	-131	6467	381"
"67776.57	34486	24694	21320	931	1523	10	-1037	573	3799234	-11943509	87371	33473	-152	6474	383"
"67777.57	34489	24692	21330	918	1527	-25	-942	573	3799331	-11943280	87373	33469	-171	6472	379"
"67778.57	34486	24689	21345	901	1528	80	-983	573	3799427	-11943050	87375	33466	-186	6474	380"
"67779.57	34482	24685	21346	893	1540	39	-1099	573	3799523	-11942823	87377	33462	-164	6473	381"
"67780.57	34481	24683	21369	863	1550	65	-950	573	3799619	-11942591	87378	33459	-154	6483	382"
"67781.57	34484	24683	21354	867	1573	47	-734	573	3799715	-11942361	87380	33458	-142	6485	381"
"67782.57	34484	24684	21334	875	1599	50	-983	574	3799811	-11942133	87382	33460	-208	6492	379"
"67783.57	34481	24684	21346	866	1591	164	-805	574	3799907	-11941904	87384	33460	-202	6481	380"
"67784.57	34480	24684	21343	871	1585	247	-760	574	3800004	-11941674	87386	33461	-195	6484	380"
"67785.57	34481	24683	21352	858	1591	197	-832	574	3800100	-11941445	87389	33459	-160	6479	377"
"67786.57	34479	24681	21352	850	1604	157	-859	574	3800196	-11941214	87391	33458	-171	6487	380"
"67787.57	34477	24680	21347	854	1608	173	-1118	574	3800293	-11940985	87395	33456	-172	6482	378"
"67788.57	34476	24678	21344	850	1623	238	-825	574	3800389	-11940756	87397	33453	-159	6492	374"
"67789.57	34477	24679	21330	866	1626	316	-981	575	3800486	-11940526	87400	33455	-155	6487	373"
"67790.57	34475	24678	21344	849	1630	458	-761	575	3800582	-11940299	87402	33455	-189	6485	370"
"67791.57	34475	24679	21344	850	1634	593	-850	574	3800678	-11940069	87405	33456	-179	6490	363"
"67792.57	34474	24679	21354	844	1628	589	-804	575	3800776	-11939839	87407	33456	-149	6487	367"
"67793.57	34473	24678	21360	842	1624	638	-776	574	3800872	-11939610	87408	33455	-137	6486	363"
"67794.57	34473	24679	21352	850	1630	630	-991	574	3800969	-11939382	87410	33457	-136	6489	358"
"67795.57	34471	24678	21370	834	1631	701	-817	574	3801066	-11939153	87412	33456	-137	6486	357"
"67796.57	34469	24680	21357	851	1629	619	-837	574	3801162	-11938923	87413	33459	-177	6488	358"
"67797.57	34470	24678	21378	830	1631	563	-936	574	3801259	-11938695	87413	33455	-144	6483	358"
"67798.57	34473	24674	21397	811	1633	539	-899	574	3801356	-11938465	87413	33449	-123	6494	359"
"67799.57	34473	24674	21387	827	1630	494	-800	574	3801453	-11938236	87413	33449	-91	6491	359"
"67800.57	34474	24673	21383	835	1628	566	-906	574	3801549	-11938005	87412	33448	-117	6494	356"
"67801.57	34473	24672	21380	840	1629	496	-878	574	3801646	-11937776	87412	33447	-134	6492	357"
"67802.57	34473	24672	21377	848	1626	467	-1024	575	3801743	-11937548	87411	33447	-124	6490	356"
"67803.57	34472	24671	21370	861	1623	421	-747	575	3801840	-11937319	87409	33445	-108	6493	359"
"67804.57	34475	24669	21362	876	1617	410	-859	575	3801936	-11937087	87407	33442	-73	6489	354"
"67805.57	34476	24669	21369	871	1619	413	-829	575	3802033	-11936859	87405	33442	-79	6496	357"
"67806.57	34480	24668	21367	878	1617	414	-810	575	3802129	-11936629	87402	33440	-106	6497	356"
"67807.57	34477	24668	21372	875	1620	399	-857	575	3802226	-11936400	87398	33440	-97	6495	355"
"67808.57	34475	24667	21381	871	1615	391	-990	575	3802322	-11936170	87395	33440	-97	6503	359"
"67809.57	34478	24667	21381	873	1617	357	-927	575	3802419	-11935940	87392	33438	-76	6500	359"
"67810.57	34480	24666	21378	881	1613	373	-823	575	3802516	-11935709	87389	33437	-106	6505	362"
"67811.57	34485	24667	21382	881	1611	362	-878	575	3802612	-11935479	87386	33436	-119	6501	363"
"67812.57	34484	24666	21384	879	1614	293	-793	575	3802708	-11935249	87385	33436	-110	6507	363"
"67813.57	34488	24667	21384	880	1615	260	-821	575	3802804	-11935019	87383	33436	-91	6507	365"
"67814.57	34489	24666	21387	882	1610	256	-852	575	3802900	-11934790	87381	33434	-110	6509	365"
"67815.57	34488	24665	21389	884	1603	182	-991	575	3802997	-11934559	87380	33432	-146	6503	366"
"67816.57	34486	24665	21395	878	1604	160	-880	574	3803093	-11934328	87379	33434	-160	6504	366"
"67817.57	34488	24665	21400	874	1605	172	-914	574	3803188	-11934099	87377	33433	-140	6504	367"
"67818.57	34488	24663	21404	876	1592	104	-777	574	3803285	-11933867	87376	33430	-124	6504	368"
"67819.57	34491	24664	21399	885	1587	98	-1260	574	3803381	-11933636	87375	33430	-126	6499	368"
"67820.57	34494	24664	21401	884	1588	96	-792	574	3803476	-11933407	87373	33430	-159	6503	367"
"67821.57	34490	24663	21413	875	1580	74	-921	574	3803573	-11933176	87372	33429	-143	6498	367"
"67822.57	34490	24662	21414	877	1575	71	-863	574	3803669	-11932946	87370	33429	-136	6501	372"
"67823.57	34490	24662	21414	879	1574	86	-818	574	3803765	-11932716	87369	33428	-116	6500	372"
"67824.57	34496	24662	21414	879	1575	112	-923	574	3803861	-11932486	87369	33427	-140	6500	368"
"67825.57	34493	24662	21423	872	1572	114	-906	574	3803957	-11932252	87368	33427	-153	6498	369"
"67826.57	34494	24661	21430	867	1568	103	-880	574	3804053	-11932022	87368	33427	-136	6500	374"
"67827.57	34489	24661	21436	863	1563	165	-850	574	3804149	-11931792	87368	33427	-103	6502	372"
"67828.57	34491	24662	21434	866	1562	223	-904	573	3804245	-11931562	87369	33428	-108	6504	373"
"67829.57	34493	24661	21428	872	1564	268	-977	573	3804342	-11931330	87370	33427	-152	6500	371"
"67830.57	34492	24661	21420	882	1559	253	-952	574	3804438	-11931101	87372	33426	-162	6495	371"
"67831.57	34491	24660	21414	891	1558	287	-759	574	3804534	-11930870	87374	33425	-125	6497	371"
"67832.57	34491	24660	21403	905	1555	268	-972	574	3804630	-11930640	87376	33425	-86	6497	370"
"67833.57	34490	24659	21409	902	1552	251	-919	574	3804725	-11930409	87378	33425	-95	6501	368"
"67834.57	34490	24658	21398	915	1550	246	-826	574	3804821	-11930180	87380	33423	-128	6497	366"
"67835.57	34489	24657	21396	920	1549	154	-867	574	3804918	-11929949	87382	33422	-138	6496	366"
"67836.57	34489	24657	21400	918	1547	61	-1224	574	3805014	-11929717	87382	33422	-114	6496	364"
"67837.57	34487	24657	21409	911	1544	96	-1082	574	3805109	-11929486	87381	33422	-108	6501	363"
"67838.57	34489	24655	21403	921	1545	99	-1007	574	3805206	-11929256	87380	33420	-110	6499	360"
"67839.57	34491	24655	21400	927	1545	33	-926	574	3805301	-11929025	87377	33419	-140	6497	361"
"67840.57	34492	24656	21408	921	1544	-22	-990	574	3805397	-11928794	87374	33420	-155	6498	362"
"67841.57	34492	24655	21409	924	1540	-8	-905	574	3805493	-11928562	87371	33419	-129	6499	360"
"67842.57	34493	24655	21410	924	1540	-31	-1062	574	3805589	-11928332	87366	33418	-104	6499	365"
"67843.57	34494	24655	21411	926	1538	-43	-1019	574	3805684	-11928102	87362	33418	-103	6503	368"
"67844.57	34496	24654	21409	933	1530	20	-841	574	3805780	-11927870	87359	33416	-129	6501	366"
"67845.57	34496	24654	21401	945	1527	-64	-882	574	3805875	-11927638	87356	33416	-139	6496	370"
"67846.57	34498	24654	21401	946	1527	-87	-851	574	3805972	-11927410	87353	33415	-136	6495	373"
"67847.57	34499	24653	21398	955	1520	-65	-969	574	3806067	-11927176	87351	33413	-113	6497	372"
"67848.57	34497	24653	21388	968	1516	-148	-889	574	3806163	-11926946	87350	33414	-119	6492	375"
"67849.57	34500	24654	21382	974	1518	-239	-837	574	3806259	-11926715	87348	33415	-145	6492	376"
"67850.57	34500	24655	21378	977	1521	-267	-887	574	3806354	-11926483	87347	33417	-166	6491	375"
"67851.57	34503	24655	21381	978	1515	-249	-895	574	3806450	-11926252	87345	33415	-152	6488	375"
"67852.57	34502	24655	21376	983	1516	-340	-953	574	3806545	-11926021	87344	33415	-142	6489	378"
"67853.57	34503	24657	21383	970	1525	-333	-873	574	3806641	-11925789	87342	33418	-133	6493	380"
"67854.57	34503	24657	21387	968	1521	-307	-900	574	3806737	-11925560	87340	33418	-147	6494	378"
"67855.57	34503	24659	21388	965	1523	-415	-910	574	3806833	-11925327	87339	33421	-182	6490	382"
"67856.57	34505	24661	21390	961	1526	-479	-778	574	3806928	-11925096	87338	33423	-188	6490	383"
"67857.57	34504	24662	21397	954	1523	-517	-808	574	3807024	-11924865	87336	33425	-176	6489	382"
"67858.57	34502	24662	21398	951	1523	-537	-853	574	3807120	-11924633	87335	33425	-158	6488	385"
"67859.57	34508	24663	21397	950	1527	-540	-881	574	3807216	-11924403	87334	33425	-146	6492	384"
"67860.57	34510	24666	21392	950	1534	-540	-933	574	3807311	-11924172	87333	33428	-143	6490	385"
"67861.57	34511	24666	21393	947	1536	-526	-838	574	3807407	-11923941	87331	33428	-170	6495	385"
"67862.57	34509	24666	21393	946	1536	-487	-886	574	3807503	-11923710	87330	33428	-186	6487	386"
"67863.57	34508	24667	21385	948	1547	-481	-899	574	3807599	-11923477	87330	33431	-194	6489	386"
"67864.57	34507	24668	21391	937	1551	-431	-949	574	3807695	-11923246	87329	33432	-181	6488	387"
"67865.57	34507	24667	21392	940	1540	-398	-901	574	3807791	-11923017	87329	33430	-160	6487	387"
"67866.57	34511	24670	21383	940	1556	-399	-891	574	3807887	-11922785	87329	33433	-168	6489	386"
"67867.57	34510	24671	21389	926	1567	-315	-962	574	3807983	-11922554	87330	33435	-190	6492	385"
"67868.57	34510	24671	21387	928	1565	-246	-892	574	3808079	-11922325	87330	33435	-182	6488	382"
"67869.57	34505	24671	21381	930	1573	-209	-835	574	3808175	-11922092	87331	33437	-167	6488	380"
"67870.57	34507	24671	21378	934	1573	-177	-1023	575	3808271	-11921862	87331	33436	-153	6489	381"
"67871.57	34504	24671	21379	934	1570	-136	-950	574	3808368	-11921632	87331	33437	-145	6488	380"
"67872.57	34504	24672	21378	933	1574	-133	-815	574	3808464	-11921402	87332	33438	-161	6487	377"
"67873.57	34502	24671	21383	928	1574	-126	-850	574	3808560	-11921170	87332	33438	-184	6486	380"
"67874.57	34504	24672	21389	921	1575	-138	-958	574	3808656	-11920940	87332	33438	-176	6484	376"
"67875.57	34505	24673	21396	911	1577	-129	-889	574	3808753	-11920708	87332	33439	-164	6488	377"
"67876.57	34507	24676	21401	899	1591	-131	-1003	574	3808849	-11920478	87332	33443	-139	6490	375"
"67877.57	34506	24678	21421	874	1598	-101	-762	574	3808945	-11920248	87332	33445	-150	6496	376"
"67878.57	34507	24679	21423	876	1591	-54	-869	574	3809042	-11920016	87332	33446	-144	6497	369"
"67879.57	34506	24679	21425	875	1588	-144	-971	574	3809139	-11919786	87331	33447	-145	6490	376"
"67880.57	34507	24679	21427	871	1591	-55	-946	574	3809235	-11919556	87331	33447	-147	6495	371"
"67881.57	34506	24680	21430	873	1581	-56	-876	574	3809331	-11919326	87330	33448	-127	6492	372"
"67882.57	34507	24680	21436	869	1575	-38	-955	574	3809428	-11919096	87330	33448	-99	6495	372"
"67883.57	34508	24681	21438	866	1578	-44	-1011	574	3809524	-11918864	87329	33449	-96	6497	372"
"67884.57	34509	24681	21443	861	1575	-29	-1064	574	3809621	-11918633	87328	33448	-113	6502	373"
"67885.57	34509	24681	21449	855	1572	-36	-926	573	3809717	-11918402	87328	33448	-119	6497	372"
"67886.57	34508	24681	21454	850	1570	-26	-913	573	3809813	-11918172	87328	33449	-144	6500	373"
"67887.57	34508	24681	21462	841	1568	-14	-866	573	3809910	-11917942	87328	33449	-130	6499	375"
"67888.57	34507	24681	21470	832	1563	-1	-1018	573	3810006	-11917711	87329	33449	-114	6503	377"
"67889.57	34512	24681	21472	830	1562	3	-1006	573	3810101	-11917478	87330	33448	-74	6505	375"
"67890.57	34512	24681	21473	827	1562	30	-967	573	3810198	-11917249	87331	33449	-115	6507	376"
"67891.57	34508	24681	21478	820	1563	72	-934	573	3810294	-11917018	87333	33450	-144	6506	373"
"67892.57	34508	24681	21485	814	1559	87	-844	573	3810390	-11916788	87335	33449	-129	6506	372"
"67893.57	34509	24681	21486	812	1557	152	-769	573	3810486	-11916557	87337	33449	-79	6511	372"
"67894.57	34510	24681	21483	815	1556	207	-856	573	3810582	-11916326	87340	33449	-69	6513	369"
"67895.57	34509	24681	21486	813	1554	291	-790	573	3810678	-11916097	87342	33449	-122	6514	362"
"67896.57	34507	24680	21491	809	1553	299	-958	573	3810774	-11915864	87344	33449	-143	6512	366"
"67897.57	34504	24680	21494	806	1552	325	-931	572	3810870	-11915634	87346	33448	-98	6516	360"
"67898.57	34505	24680	21492	809	1553	363	-878	573	3810965	-11915402	87347	33448	-80	6518	359"
"67899.57	34506	24680	21487	818	1549	392	-936	573	3811061	-11915172	87347	33448	-101	6519	356"
"67900.57	34505	24679	21483	826	1544	450	-760	573	3811157	-11914942	87348	33447	-136	6516	353"
"67901.57	34507	24679	21479	835	1541	453	-858	573	3811253	-11914711	87347	33447	-123	6515	352"
"67902.57	34509	24679	21471	846	1542	461	-1172	573	3811348	-11914478	87346	33446	-84	6516	350"
"67903.57	34506	24679	21469	852	1540	470	-893	573	3811443	-11914247	87345	33447	-90	6520	351"
"67904.57	34508	24679	21465	860	1541	473	-818	573	3811539	-11914016	87343	33446	-128	6515	349"
"67905.57	34504	24678	21465	866	1536	457	-911	573	3811635	-11913786	87340	33446	-149	6517	350"
"67906.57	34504	24678	21471	860	1541	452	-952	573	3811730	-11913554	87338	33446	-103	6516	348"
"67907.57	34509	24678	21469	867	1538	435	-980	573	3811825	-11913323	87335	33445	-78	6521	352"
"67908.57	34511	24679	21470	869	1539	402	-969	573	3811921	-11913089	87332	33445	-107	6523	351"
"67909.57	34511	24679	21478	863	1539	366	-847	573	3812016	-11912859	87329	33446	-151	6520	352"
"67910.57	34511	24679	21485	858	1538	330	-882	573	3812112	-11912627	87327	33445	-158	6518	355"
"67911.57	34514	24679	21486	858	1539	299	-844	573	3812207	-11912394	87324	33445	-136	6522	353"
"67912.57	34515	24679	21494	853	1538	324	-961	573	3812303	-11912164	87321	33445	-126	6520	356"
"67913.57	34517	24680	21499	849	1538	294	-966	573	3812398	-11911932	87319	33445	-150	6524	358"
"67914.57	34520	24680	21497	855	1535	279	-798	573	3812493	-11911702	87317	33445	-166	6517	356"
"67915.57	34521	24680	21499	854	1534	289	-899	573	3812589	-11911469	87315	33445	-173	6516	360"
"67916.57	34523	24681	21501	852	1537	252	-959	573	3812684	-11911237	87314	33445	-153	6516	358"
"67917.57	34520	24681	21510	843	1537	273	-846	573	3812780	-11911006	87312	33445	-133	6518	361"
"67918.57	34521	24681	21514	840	1537	284	-945	572	3812875	-11910773	87311	33445	-147	6519	362"
"67919.57	34523	24681	21519	834	1537	259	-1033	573	3812971	-11910543	87311	33446	-153	6517	363"
"67920.57	34522	24682	21527	825	1538	307	-911	572	3813066	-11910310	87311	33446	-132	6522	361"
"67921.57	34522	24682	21533	819	1539	320	-923	572	3813162	-11910079	87312	33447	-113	6523	363"
"67922.57	34524	24683	21535	817	1538	337	-884	572	3813257	-11909848	87312	33447	-130	6525	360"
"67923.57	34526	24683	21538	815	1537	345	-854	572	3813353	-11909615	87313	33447	-157	6520	358"
"67924.57	34523	24683	21546	809	1534	367	-862	572	3813448	-11909384	87314	33447	-164	6522	358"
"67925.57	34522	24682	21550	807	1530	357	-805	572	3813543	-11909152	87314	33447	-131	6518	357"
"67926.57	34522	24682	21551	808	1526	353	-894	572	3813640	-11908919	87315	33446	-119	6522	358"
"67927.57	34523	24682	21553	808	1521	370	-805	572	3813735	-11908689	87315	33446	-130	6520	357"
"67928.57	34524	24682	21554	811	1516	337	-885	572	3813830	-11908457	87315	33445	-136	6520	355"
"67929.57	34522	24682	21560	805	1515	305	-803	572	3813926	-11908225	87315	33446	-115	6519	359"
"67930.57	34525	24682	21561	805	1515	257	-860	572	3814021	-11907992	87315	33445	-116	6524	357"
"67931.57	34525	24682	21563	804	1515	206	-853	572	3814117	-11907759	87315	33446	-138	6521	355"
"67932.57	34527	24683	21560	805	1521	157	-919	572	3814212	-11907529	87314	33447	-160	6521	357"
"67933.57	34527	24684	21563	802	1522	106	-879	572	3814308	-11907297	87313	33448	-157	6521	356"
"67934.57	34526	24684	21563	802	1523	12	-799	572	3814403	-11907065	87311	33448	-132	6521	357"
"67935.57	34525	24684	21568	797	1522	-6	-810	572	3814498	-11906834	87308	33448	-117	6524	357"
"67936.57	34530	24685	21575	791	1517	-40	-986	571	3814594	-11906603	87306	33448	-120	6523	358"
"67937.57	34531	24686	21577	787	1519	-48	-841	572	3814689	-11906369	87303	33449	-148	6527	359"
"67938.57	34530	24686	21587	777	1518	6	-881	571	3814785	-11906137	87300	33450	-142	6524	358"
"67939.57	34532	24687	21589	774	1520	-23	-818	571	3814880	-11905907	87297	33451	-137	6525	364"
"67940.57	34530	24687	21587	776	1518	17	-850	571	3814976	-11905674	87294	33452	-135	6526	363"
"67941.57	34535	24688	21585	779	1515	129	-1016	571	3815072	-11905443	87293	33451	-151	6522	363"
"67942.57	34535	24688	21589	773	1515	120	-949	571	3815167	-11905209	87292	33451	-173	6523	365"
"67943.57	34533	24688	21592	769	1514	107	-897	571	3815263	-11904978	87292	33452	-152	6521	365"
"67944.57	34533	24689	21594	765	1514	84	-1019	571	3815358	-11904747	87292	33453	-137	6525	367"
"67945.57	34535	24689	21594	763	1515	143	-847	571	3815453	-11904515	87293	33452	-148	6522	365"
"67946.57	34538	24689	21596	759	1515	167	-831	571	3815549	-11904283	87294	33452	-178	6521	363"
"67947.57	34536	24689	21593	760	1518	159	-840	571	3815645	-11904051	87296	33452	-180	6519	364"
